FUNDOS,SETOR,PREÇO ATUAL (R$),LIQUIDEZ DIÁRIA (R$),P/VP,ÚLTIMO DIVIDENDO,DIVIDEND YIELD,DY (3M) ACUMULADO,DY (6M) ACUMULADO,DY (12M) ACUMULADO,DY (3M) MÉDIA,DY (6M) MÉDIA,DY (12M) MÉDIA,DY ANO,VARIAÇÃO PREÇO,RENTAB. PERÍODO,RENTAB. ACUMULADA,PATRIMÔNIO LÍQUIDO,VPA,P/VPA,DY PATRIMONIAL,VARIAÇÃO PATRIMONIAL,RENTAB. PATR. PERÍODO,RENTAB. PATR. ACUMULADA,QUANT. ATIVOS,VOLATILIDADE,NUM. COTISTAS,TAX. GESTÃO,TAX. PERFORMANCE,TAX. ADMINISTRAÇÃO
AAZQ11,INDEFINIDO,"9,26","959.232,89","0,96","0,12","1,32 %","3,95 %","7,79 %","16,05 %","1,32 %","1,30 %","1,46 %","16,05 %","0,00 %","1,32 %","9,13 %","231.822.163,06","9,64","0,96","1,24 %","0,00 %","0,00 %","0,00 %",0,"14,51",23.739,N/A,N/A,N/A
ABCP11,SHOPPINGS,"74,83","73.517,31","0,74","0,65","0,93 %","2,66 %","4,95 %","9,39 %","0,89 %","0,83 %","0,78 %","9,39 %","0,52 %","1,45 %","3,59 %","478.010.469,38","101,51","0,74","0,64 %","10,55 %","11,26 %","19,18 %",1,"15,07",17.205,N/A,N/A,N/A
AFHI11,PAPÉIS,"98,22","927.823,03","1,02","1,00","1,00 %","3,09 %","6,30 %","13,10 %","1,03 %","1,05 %","1,09 %","13,10 %","2,32 %","3,34 %","17,16 %","321.041.569,91","96,03","1,02","1,04 %","1,12 %","2,17 %","8,58 %",0,"8,20",27.831,N/A,N/A,N/A
AGRX11,OUTROS,"10,80","510.650,78",N/A,"0,15","1,37 %","4,13 %","7,90 %","17,37 %","1,38 %","1,32 %","1,45 %","17,37 %","0,00 %","1,37 %","27,17 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"15,43",0,N/A,N/A,N/A
AIEC11,LAJES CORPORATIVAS,"55,46","789.930,72","0,67","1,33","2,33 %","5,04 %","8,37 %","14,68 %","1,68 %","1,40 %","1,22 %","14,68 %","1,91 %","4,29 %","-4,93 %","401.216.234,32","83,15","0,67","1,60 %","-11,08 %","-9,66 %","-8,61 %",2,"16,96",16.789,N/A,N/A,N/A
AJFI11,SHOPPINGS,"9,59","1.020.453,31","1,00","0,07","0,72 %","0,72 %","0,72 %","0,72 %","0,72 %","0,72 %","0,72 %","0,72 %","0,00 %","0,00 %",N/A,"303.522.331,87",N/A,N/A,N/A,N/A,N/A,N/A,0,"12,25",6.735,N/A,N/A,N/A
ALMI11,LAJES CORPORATIVAS,"651,00","88.204,52","0,31","0,37","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"239.528.331,03","2.046,78","0,32","0,00 %","-0,05 %","-0,05 %","0,90 %",1,"34,23",2.239,N/A,N/A,N/A
ALZM11,FUNDO DE FUNDOS,"8,65","243.299,67","1,02","0,11","1,22 %","3,30 %","5,77 %","11,63 %","1,10 %","0,96 %","0,97 %","11,63 %","3,13 %","4,39 %","15,52 %","129.280.035,30","8,52","1,02","1,28 %","-90,79 %","-90,68 %","-90,29 %",0,"19,08",5.674,N/A,N/A,N/A
ALZR11,MISTO,"117,80","1.543.867,47","1,12","0,80","0,67 %","2,09 %","4,22 %","8,53 %","0,70 %","0,70 %","0,71 %","8,53 %","1,53 %","2,21 %","13,74 %","1.039.173.322,38","105,39","1,12","0,76 %","-1,40 %","-0,66 %","7,29 %",13,"10,97",149.502,N/A,N/A,N/A
APTO11,IMÓVEIS RESIDENCIAIS,"9,76","34.352,56","0,94","0,09","0,92 %","2,77 %","5,80 %","12,88 %","0,92 %","0,97 %","1,07 %","12,88 %","0,62 %","1,54 %","26,18 %","41.467.547,86","10,33","0,94","0,87 %","3,71 %","4,62 %","19,45 %",4,"17,06",9.877,N/A,N/A,N/A
APXM11,SHOPPINGS,"99,98","722.878,06","1,04","0,58","0,58 %","1,68 %","2,43 %","2,43 %","0,56 %","0,61 %","0,61 %","2,43 %","-2,92 %","-2,36 %","-14,07 %","168.710.781,90",N/A,N/A,N/A,N/A,N/A,N/A,1,"58,74",377,N/A,N/A,N/A
ARCT11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"87,13","1.053.903,45","0,87","0,50","0,00 %","1,30 %","3,82 %","12,55 %","0,43 %","0,64 %","1,05 %","0,00 %","0,00 %","0,00 %",N/A,"371.534.654,03","99,77","0,87","0,76 %","0,04 %","0,80 %","6,31 %",9,"15,63",43.228,N/A,N/A,N/A
AROA11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"1,23","58.360,92","1,16","0,01","0,42 %","0,42 %","0,42 %","0,42 %","0,14 %","0,07 %","0,05 %","0,42 %","0,00 %","0,00 %",N/A,"181.093.979,93",N/A,N/A,N/A,N/A,N/A,N/A,6,"377,03",205,N/A,N/A,N/A
ARRI11,PAPÉIS,"9,07","245.151,47","1,00","0,10","1,10 %","3,21 %","6,54 %","13,73 %","1,07 %","1,09 %","1,14 %","13,73 %","0,22 %","1,32 %","12,04 %","117.352.872,73","8,99","1,01","1,11 %","1,47 %","2,60 %","-88,72 %",0,"14,32",27.526,N/A,N/A,N/A
ARXD11,PAPÉIS,"96,00","25.746,24","0,97","1,00","1,03 %","3,09 %","3,09 %","3,09 %","1,03 %","0,52 %","0,39 %","3,09 %","3,18 %","4,24 %","-0,93 %","65.143.993,05",N/A,N/A,N/A,N/A,N/A,N/A,0,"26,74",561,N/A,N/A,N/A
ASMT11,LAJES CORPORATIVAS,"61,00","38.152,94","0,65","0,77","1,11 %","3,18 %","6,17 %","11,50 %","1,06 %","1,03 %","0,96 %","1,11 %","-5,50 %","-4,46 %","-4,46 %","93.675.954,10",N/A,N/A,N/A,N/A,N/A,N/A,3,"50,35",505,N/A,N/A,N/A
ASRF11,INDEFINIDO,"10.092,00","30.276,00","1,01","256,33","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"23.952.291,08",N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,56,N/A,N/A,N/A
ATSA11,SHOPPINGS,"56,49","2.020,28","0,74","0,05","0,00 %","0,13 %","0,19 %","0,99 %","0,04 %","0,03 %","0,08 %","0,07 %","0,00 %","0,00 %",N/A,"132.872.243,02","81,57","0,69","0,06 %","0,16 %","0,22 %","-8,99 %",1,"27,39",294,N/A,N/A,N/A
AURB11,IMÓVEIS COMERCIAIS - OUTROS,"85,16","1.251.367,30","1,04","0,20","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"72.068.378,89",N/A,N/A,N/A,N/A,N/A,N/A,2,"93,49",115,N/A,N/A,N/A
BARI11,PAPÉIS,"83,87","674.658,50","0,87","0,69","0,83 %","2,37 %","4,59 %","11,14 %","0,79 %","0,77 %","0,93 %","11,14 %","4,51 %","5,37 %","6,50 %","445.772.913,09","96,19","0,87","0,72 %","0,87 %","1,59 %","6,19 %",0,"14,83",36.705,N/A,N/A,N/A
BBFI11B,LAJES CORPORATIVAS,"1.110,00","237.303,81","0,56","7,43","0,61 %","2,06 %","4,13 %","11,33 %","0,69 %","0,69 %","0,94 %","11,33 %","9,74 %","10,41 %","-30,85 %","266.472.708,73","2.049,79","0,54","0,36 %","-5,39 %","-5,05 %","-22,62 %",2,"56,12",7.491,N/A,N/A,N/A
BBFO11,FUNDO DE FUNDOS,"74,00","598.692,56","0,89","0,64","0,88 %","2,64 %","5,21 %","11,60 %","0,88 %","0,87 %","0,97 %","11,60 %","2,70 %","3,61 %","22,45 %","333.079.626,89","83,19","0,89","0,77 %","1,79 %","2,57 %","7,45 %",0,"13,01",6.001,N/A,N/A,N/A
BBGO11,INDEFINIDO,"89,68","459.787,50","0,92","1,15","1,30 %","2,59 %","5,46 %","14,07 %","0,86 %","0,91 %","1,17 %","14,07 %","2,65 %","3,99 %","23,89 %","391.542.502,03","97,76","0,92","1,18 %","-0,18 %","0,99 %","9,18 %",0,"13,11",11.558,N/A,N/A,N/A
BBIM11,PAPÉIS,N/A,N/A,N/A,"0,65","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"12.923.477,03","12,49",N/A,"5,20 %","-58,42 %","-56,26 %","-69,39 %",0,N/A,20,N/A,N/A,N/A
BBPO11,AGÊNCIAS DE BANCOS,"96,75","1.815.419,70","1,06","0,91","0,93 %","2,87 %","5,63 %","11,72 %","0,96 %","0,94 %","0,98 %","11,72 %","3,70 %","4,66 %","28,59 %","1.578.791.878,45","99,17","0,98","0,92 %","-1,33 %","-0,43 %","16,57 %",63,"10,28",71.716,N/A,N/A,N/A
BBRC11,AGÊNCIAS DE BANCOS,"113,99","130.487,75","1,11","1,13","0,97 %","2,94 %","5,90 %","12,26 %","0,98 %","0,98 %","1,02 %","12,26 %","1,47 %","2,46 %","31,74 %","163.032.955,29","102,54","1,11","1,10 %","-4,76 %","-3,71 %","7,25 %",20,"11,98",9.491,N/A,N/A,N/A
BCFF11,FUNDO DE FUNDOS,"9,08","3.358.686,14","0,92","0,07","0,75 %","2,31 %","4,58 %","9,65 %","0,77 %","0,76 %","0,80 %","9,65 %","2,09 %","2,85 %","23,97 %","1.988.049.069,24","9,87","0,92","0,71 %","-86,64 %","-86,55 %","-86,57 %",1,"18,00",315.407,N/A,N/A,N/A
BCIA11,FUNDO DE FUNDOS,"104,70","609.107,17","0,95","0,85","0,82 %","2,52 %","4,91 %","10,37 %","0,84 %","0,82 %","0,86 %","10,37 %","4,00 %","4,85 %","35,63 %","411.393.419,43","110,62","0,95","0,77 %","10,33 %","11,18 %","16,20 %",0,"13,28",20.827,N/A,N/A,N/A
BCRI11,PAPÉIS,"74,60","680.197,83","0,77","0,78","1,04 %","3,21 %","6,23 %","12,13 %","1,07 %","1,04 %","1,01 %","12,13 %","7,44 %","8,56 %","-11,61 %","605.562.770,40","96,77","0,77","0,81 %","-4,10 %","-3,33 %","3,90 %",0,"18,86",46.771,N/A,N/A,N/A
BDIF11,FUNDO DE DESENVOLVIMENTO,"91,00","2.217.212,17",N/A,"1,00","1,08 %","3,23 %","7,41 %","15,01 %","1,08 %","1,24 %","1,25 %","15,01 %","0,54 %","1,63 %","21,94 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"11,95",0,N/A,N/A,N/A
BDIV11,N/A,"121,80","637.635,17",N/A,"8,00","6,40 %","16,49 %","30,91 %","53,10 %","5,50 %","5,15 %","4,83 %","26,11 %","2,76 %","9,34 %","54,75 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"21,46",0,N/A,N/A,N/A
BICE11,FUNDO DE FUNDOS,"900,01","2.506,33","0,90","6,64","0,68 %","1,32 %","2,90 %","5,21 %","0,44 %","0,48 %","0,43 %","5,21 %","0,00 %","0,00 %",N/A,"90.138.444,99","998,10","0,90","0,67 %","0,13 %","0,80 %","8,08 %",0,"52,60",111,N/A,N/A,N/A
BICR11,PAPÉIS,"69,95","2.901,89","1,50","22,00","0,00 %","1,40 %","39,47 %","42,87 %","0,47 %","6,58 %","3,57 %","42,87 %","0,00 %","0,00 %",N/A,"22.215.276,65","43,81","1,60","50,22 %","-55,89 %","-33,75 %","-27,33 %",0,"104,74",613,N/A,N/A,N/A
BIDB11,FUNDO DE DESENVOLVIMENTO,"90,98","275.446,97",N/A,"1,29","1,47 %","3,56 %","5,68 %","12,31 %","1,19 %","0,95 %","1,03 %","12,31 %","0,10 %","1,57 %","13,62 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"8,98",0,N/A,N/A,N/A
BIME11,INDEFINIDO,"7,36","92.876,28","0,84","0,08","1,06 %","3,24 %","6,39 %","13,33 %","1,08 %","1,07 %","1,11 %","13,33 %","2,99 %","4,08 %","12,39 %","51.228.617,48","8,76","0,84","0,91 %","-2,99 %","-2,10 %","4,96 %",3,"14,50",8.703,N/A,N/A,N/A
BIPD11,INDEFINIDO,"988,71","155.227,00","1,00","10,38","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"73.531.927,39",N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,116,N/A,N/A,N/A
BLCA11,INDEFINIDO,"119,01","12.897,78","0,93","12,60","9,70 %","10,52 %","10,97 %","12,01 %","3,51 %","1,83 %","1,00 %","11,64 %","1,67 %","11,54 %","11,54 %","206.984.008,58","139,19","0,86","0,34 %","-3,08 %","-2,76 %","37,49 %",1,"62,49",324,N/A,N/A,N/A
BLCP11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"91,00","103.127,50","0,81","0,56","0,63 %","1,24 %","2,39 %","4,92 %","0,41 %","0,40 %","0,41 %","3,64 %","0,00 %","0,00 %",N/A,"256.580.339,90","111,74","0,81","0,50 %","-0,02 %","0,49 %","15,81 %",2,"0,87",279,N/A,N/A,N/A
BLMC11,PAPÉIS,"89,00","151.289,86","0,89","0,64","0,74 %","2,41 %","5,00 %","11,87 %","0,80 %","0,83 %","0,99 %","11,87 %","2,95 %","3,71 %","22,08 %","38.266.013,20","95,78","0,93","0,67 %","-0,34 %","0,32 %","3,58 %",0,"33,21",65,N/A,N/A,N/A
BLMG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"39,61","839.568,72","0,47","0,44","1,05 %","2,84 %","6,18 %","12,91 %","0,95 %","1,03 %","1,08 %","12,91 %","-15,68 %","-14,80 %","-38,54 %","321.501.534,85","84,37","0,47","0,52 %","-12,06 %","-11,60 %","-7,79 %",1,"23,00",13.595,N/A,N/A,N/A
BLMO11,LAJES CORPORATIVAS,"91,00","159.226,14","0,87","0,43","0,00 %","166,46 %","166,46 %","166,46 %","55,49 %","27,74 %","13,87 %","166,46 %","0,00 %","0,00 %",N/A,"103.994.186,22","104,54","0,87","0,41 %","-99,65 %","-99,65 %","-99,60 %",1,"101,21",86,N/A,N/A,N/A
BLMR11,FUNDO DE FUNDOS,"6,80","530.312,44","0,88","0,05","0,79 %","2,38 %","4,82 %","10,89 %","0,79 %","0,80 %","0,91 %","8,92 %","-3,74 %","-2,98 %","5,50 %","194.622.510,70","7,53","0,90","0,70 %","-2,71 %","-2,03 %","0,75 %",0,"17,48",19.572,N/A,N/A,N/A
BLUR11,PAPÉIS,"88,00","1.733,28","0,97","0,68","0,00 %","1,43 %","4,51 %","5,62 %","0,48 %","0,75 %","0,47 %","5,62 %","0,00 %","0,00 %",N/A,"8.124.404,45",N/A,N/A,N/A,N/A,N/A,N/A,0,"64,86",131,N/A,N/A,N/A
BMLC11,LAJES CORPORATIVAS,"105,97","384.399,77","0,94","0,78","0,74 %","2,20 %","4,39 %","11,38 %","0,73 %","0,73 %","0,95 %","11,38 %","-0,08 %","0,65 %","18,55 %","111.732.920,02","111,91","0,95","0,70 %","-1,37 %","-0,69 %","8,44 %",2,"19,48",1.419,N/A,N/A,N/A
BNFS11,AGÊNCIAS DE BANCOS,"120,65","161.994,06","1,40","1,26","1,03 %","3,27 %","6,89 %","14,19 %","1,09 %","1,15 %","1,18 %","14,19 %","-0,37 %","0,65 %","14,64 %","60.222.284,32","86,03","1,40","1,46 %","-5,88 %","-4,50 %","1,69 %",18,"11,10",5.209,N/A,N/A,N/A
BODB11,INDEFINIDO,"9,50","717.812,22",N/A,"0,10","1,04 %","2,66 %","6,11 %","11,57 %","0,89 %","1,02 %","0,96 %","15,09 %","3,78 %","4,86 %","19,04 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"9,19",0,N/A,N/A,N/A
BPFF11,FUNDO DE FUNDOS,"73,14","396.839,08","0,94","0,62","0,87 %","2,66 %","5,22 %","11,06 %","0,89 %","0,87 %","0,92 %","11,06 %","2,60 %","3,50 %","24,02 %","350.614.208,13","78,05","0,94","0,79 %","6,20 %","7,05 %","10,20 %",0,"13,94",17.596,N/A,N/A,N/A
BPLC11,MISTO,N/A,N/A,N/A,"14,42","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"322.705.242,75",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,114,N/A,N/A,N/A
BPML11,SHOPPINGS,"96,09","511.832,72","0,72","0,87","0,91 %","1,80 %","3,17 %","5,76 %","0,60 %","0,53 %","0,48 %","1,37 %","62,95 %","64,44 %","55,43 %","577.965.617,51","121,16","0,79","0,72 %","-2,88 %","-2,18 %","-1,26 %",4,"25,75",1.338,N/A,N/A,N/A
BPRP11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"104,98","10.040,00","0,84","0,90","0,00 %","0,00 %","0,00 %","2,69 %","0,00 %","0,00 %","0,22 %","2,69 %","0,00 %","0,00 %",N/A,"168.041.522,20",N/A,N/A,N/A,N/A,N/A,N/A,1,"100,70",169,N/A,N/A,N/A
BRCO11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"125,44","3.076.588,39","1,04","0,99","0,80 %","2,34 %","4,45 %","8,44 %","0,78 %","0,74 %","0,70 %","9,08 %","4,13 %","4,96 %","37,38 %","1.775.219.765,77","120,12","1,04","0,82 %","-1,12 %","-0,30 %","8,49 %",10,"15,77",119.072,N/A,N/A,N/A
BRCR11,LAJES CORPORATIVAS,"59,23","2.195.321,14","0,61","0,41","0,68 %","2,11 %","4,13 %","8,83 %","0,70 %","0,69 %","0,74 %","8,83 %","1,22 %","1,90 %","9,67 %","2.625.182.297,63","99,25","0,60","0,41 %","-0,81 %","-0,40 %","-1,84 %",9,"20,35",148.330,N/A,N/A,N/A
BREV11,LAJES CORPORATIVAS,"105,00","271.522,64","0,89","0,58","0,55 %","1,68 %","3,67 %","10,82 %","0,56 %","0,61 %","0,90 %","9,28 %","0,32 %","0,87 %","15,36 %","113.864.559,59","117,73","0,89","0,49 %","-3,02 %","-2,55 %","15,17 %",13,"79,34",320,N/A,N/A,N/A
BRIM11,FUNDO DE DESENVOLVIMENTO,"1.058,00","14.891,13","0,94","20,14","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"132.133.809,15",N/A,N/A,N/A,N/A,N/A,N/A,1,"120,24",227,N/A,N/A,N/A
BRIP11,FUNDO DE DESENVOLVIMENTO,"1.000,00","1.500,00","0,89","13,93","0,00 %","0,00 %","0,00 %","9,60 %","0,00 %","0,00 %","1,60 %","9,60 %","0,00 %","0,00 %",N/A,"240.935.335,86",N/A,N/A,N/A,N/A,N/A,N/A,10,"117,03",254,N/A,N/A,N/A
BRLA11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"143,00","3.009,50","0,91","1,12","0,00 %","0,00 %","0,87 %","2,30 %","0,00 %","0,15 %","0,19 %","2,30 %","0,00 %","0,00 %",N/A,"558.507.177,89","157,21","0,91","0,71 %","-0,49 %","0,22 %","-7,67 %",7,"109,87",276,N/A,N/A,N/A
BROF11,LAJES CORPORATIVAS,"56,29","1.723.317,61","0,52","0,57","1,00 %","2,87 %","5,25 %","8,10 %","0,96 %","0,88 %","1,01 %","8,10 %","-0,37 %","0,63 %","0,76 %","1.239.739.528,32",N/A,N/A,N/A,N/A,N/A,N/A,2,"25,47",8.024,N/A,N/A,N/A
BRZP11,N/A,"93,12","560.278,75",N/A,"0,47","0,52 %","1,57 %","3,09 %","5,89 %","0,52 %","0,52 %","0,49 %","5,42 %","0,45 %","0,97 %","32,90 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"18,81",0,N/A,N/A,N/A
BTAG11,INDEFINIDO,"97,79","451.780,67",N/A,"1,20","1,23 %","3,85 %","8,01 %","16,58 %","1,28 %","1,34 %","1,38 %","16,58 %","-0,61 %","0,61 %","22,37 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"15,09",0,N/A,N/A,N/A
BTAL11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"76,09","947.832,56","0,73","0,65","0,85 %","2,55 %","4,98 %","10,20 %","0,85 %","0,83 %","0,85 %","10,20 %","2,99 %","3,86 %","-11,20 %","625.413.908,80","104,54","0,73","0,62 %","-0,50 %","0,12 %","8,54 %",9,"19,78",45.828,N/A,N/A,N/A
BTCI11,PAPÉIS,"9,99","2.381.901,81","0,96","0,09","0,94 %","2,93 %","6,06 %","12,96 %","0,98 %","1,01 %","1,08 %","12,96 %","3,63 %","4,60 %","26,83 %","1.034.376.297,85",N/A,N/A,N/A,N/A,N/A,N/A,0,"10,94",148.117,N/A,N/A,N/A
BTCR11,PAPÉIS,"88,00","652.774,65","0,92","0,90","0,98 %","2,90 %","6,61 %","13,52 %","0,97 %","1,10 %","1,13 %","11,55 %","-5,96 %","-5,04 %","11,14 %","458.252.683,73","95,27","0,92","0,94 %","0,64 %","1,59 %","4,62 %",0,"32,78",16.934,N/A,N/A,N/A
BTHI11,HOTÉIS,"45,00","30.413,11","0,72","0,43","0,95 %","2,83 %","109,09 %","116,81 %","0,94 %","18,18 %","9,73 %","115,29 %","0,04 %","0,99 %","-8,22 %","579.134.800,00",N/A,N/A,N/A,N/A,N/A,N/A,12,"76,94",787,N/A,N/A,N/A
BTLG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"103,58","8.979.808,78","1,05","0,81","0,78 %","2,29 %","4,51 %","9,06 %","0,76 %","0,75 %","0,76 %","9,06 %","2,56 %","3,36 %","14,98 %","2.797.081.387,01","98,17","1,06","0,83 %","-0,61 %","0,21 %","5,39 %",20,"9,45",266.471,N/A,N/A,N/A
BTRA11,INDEFINIDO,"54,70","440.912,64","0,47","0,30","0,52 %","2,37 %","4,78 %","10,71 %","0,79 %","0,80 %","0,89 %","10,71 %","-2,28 %","-1,77 %","-23,78 %","415.605.865,42","125,05","0,44","0,45 %","-9,84 %","-9,44 %","28,95 %",5,"23,69",21.022,N/A,N/A,N/A
BTSG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"139,00","20.975,71","0,96","0,90","0,00 %","0,66 %","0,66 %","2,39 %","0,22 %","0,11 %","0,20 %","2,39 %","0,00 %","0,00 %",N/A,"112.561.858,43","145,24","0,96","0,62 %","5,51 %","6,17 %","16,93 %",1,"52,73",94,N/A,N/A,N/A
BTSI11,MISTO,"97,50","98,67","0,85","0,74","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"278.218.996,22",N/A,N/A,N/A,N/A,N/A,N/A,2,"294,91",114,N/A,N/A,N/A
BTWR11,FUNDO DE DESENVOLVIMENTO,"109,40","109,00","0,98","0,84","0,00 %","0,55 %","0,55 %","0,55 %","0,18 %","0,09 %","0,05 %","0,55 %","0,00 %","0,00 %",N/A,"90.354.803,21","111,65","0,98","0,75 %","-0,32 %","0,43 %","8,51 %",1,"16,30",72,N/A,N/A,N/A
BZEL11,MISTO,N/A,N/A,N/A,"0,08",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"507.236.753,73",N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,3,N/A,N/A,N/A
CACR11,PAPÉIS,"103,95","1.368.827,06","1,03","1,48","1,44 %","4,16 %","8,16 %","16,58 %","1,39 %","1,36 %","1,38 %","16,58 %","0,49 %","1,93 %","17,10 %","386.150.009,96","100,99","1,03","1,47 %","-2,45 %","-1,02 %","38,23 %",0,"8,81",19.552,N/A,N/A,N/A
CARE11,MISTO,"1,68","23.291,36","0,21","0,01","0,23 %","0,67 %","1,36 %","2,92 %","0,22 %","0,23 %","0,32 %","1,36 %","-2,63 %","-2,41 %","-7,39 %","296.188.994,04","1,60","1,05","0,10 %","-0,24 %","-0,14 %","3,56 %",1,"39,14",11.725,N/A,N/A,N/A
CBOP11,LAJES CORPORATIVAS,"31,30","14.645,25","0,44","0,12","0,38 %","1,15 %","2,23 %","4,06 %","0,38 %","0,37 %","0,34 %","4,06 %","2,04 %","2,43 %","-35,62 %","101.347.200,88","71,62","0,44","0,17 %","-2,98 %","-2,82 %","-13,39 %",1,"22,61",3.122,N/A,N/A,N/A
CCME11,INDEFINIDO,"108,04","2.015,07","1,00","0,90","0,83 %","1,66 %","3,31 %","3,31 %","0,55 %","0,55 %","0,28 %","3,31 %","-0,10 %","0,73 %","0,84 %","590.198.727,47",N/A,N/A,N/A,N/A,N/A,N/A,2,"58,41",158,N/A,N/A,N/A
CCRF11,PAPÉIS,"92,50","1.276,82","0,99","3,50",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"146.548.498,31","93,23","0,99","3,76 %","-2,86 %","0,79 %","3,55 %",0,"58,53",317,N/A,N/A,N/A
CDII11,INDEFINIDO,"108,59","1.146.331,50",N/A,"1,13","1,05 %","3,29 %","8,20 %","11,17 %","1,10 %","1,37 %","1,60 %","11,17 %","0,49 %","1,54 %","12,93 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"6,11",0,N/A,N/A,N/A
CEOC11,LAJES CORPORATIVAS,"47,43","48.513,14","0,65","0,47","1,01 %","2,92 %","5,69 %","12,63 %","0,97 %","0,95 %","1,05 %","12,63 %","3,27 %","4,32 %","-1,56 %","132.301.201,68","72,87","0,65","0,65 %","-7,53 %","-6,93 %","-15,12 %",1,"28,61",4.974,N/A,N/A,N/A
CFHI11,FUNDO DE DESENVOLVIMENTO,"800,00","888.260,00","1,29","3,65","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"58.731.783,25",N/A,N/A,N/A,N/A,N/A,N/A,2,"263,62",54,N/A,N/A,N/A
CFII11,INDEFINIDO,"1.000,00","745.916,67","0,99","64,60","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"101.730.077,76",N/A,N/A,N/A,N/A,N/A,N/A,2,"21,47",59,N/A,N/A,N/A
CIXM11,MISTO,N/A,N/A,N/A,"0,12","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"61.295.767,67",N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,56,N/A,N/A,N/A
CJCT11,LAJES CORPORATIVAS,"67,62","53.262,93","0,94","0,49","0,70 %","1,04 %","1,39 %","25,52 %","0,35 %","0,23 %","2,13 %","21,60 %","1,55 %","2,26 %","-20,36 %","225.553.931,67","57,90","1,17","0,00 %","0,58 %","0,58 %","0,58 %",1,"27,51",1.073,N/A,N/A,N/A
CLIN11,FUNDO DE FUNDOS,"94,11","550.720,00","0,94","1,01","1,05 %","1,05 %","1,05 %","1,05 %","1,05 %","1,05 %","1,05 %","1,05 %","0,00 %","0,00 %",N/A,"433.500.870,60",N/A,N/A,N/A,N/A,N/A,N/A,0,"24,09",8.664,N/A,N/A,N/A
CNES11,LAJES CORPORATIVAS,"25,50","12.477,31","0,28","0,07","0,31 %","0,99 %","1,86 %","3,81 %","0,33 %","0,31 %","0,32 %","3,81 %","6,62 %","6,95 %","-19,63 %","263.999.949,63","89,51","0,28","0,08 %","0,09 %","0,17 %","4,55 %",1,"55,30",1.649,N/A,N/A,N/A
COPP11,LAJES CORPORATIVAS,"103,00","1.827.632,00","0,92","0,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"193.499.242,46",N/A,N/A,N/A,N/A,N/A,N/A,3,"12,26",3,N/A,N/A,N/A
